,Trial0,Trial1,Trial2,Trial3,Trial4,Trial5,Trial6,Trial7,Trial8,Trial9,Trial10,Trial11,Trial12,Trial13,Trial14,Trial15
17,8.0,8.0,8.0,8.0,8.0,8.0,9.0,7.0,8.0,9.0,7.0,8.0,7.0,8.0,9.0,8.0
18,9.0,9.0,8.0,9.0,8.0,9.0,9.0,8.0,9.0,9.0,8.0,8.0,8.0,9.0,10.0,9.0
19,9.0,10.0,9.0,9.0,9.0,10.0,9.0,8.0,9.0,10.0,8.0,9.0,8.0,10.0,10.0,9.0
20,10.0,10.0,9.0,9.0,9.0,10.0,10.0,8.0,9.0,10.0,8.0,9.0,8.0,10.0,11.0,9.0
21,10.0,10.0,9.0,10.0,9.0,11.0,10.0,8.0,9.0,11.0,9.0,9.0,9.0,11.0,12.0,10.0
22,11.0,11.0,9.0,10.0,10.0,11.0,11.0,9.0,10.0,11.0,9.0,10.0,9.0,11.0,12.0,10.0
23,11.0,11.0,9.0,11.0,11.0,12.0,11.0,9.0,11.0,11.0,10.0,10.0,10.0,12.0,13.0,11.0
24,12.0,11.0,10.0,11.0,11.0,12.0,12.0,10.0,11.0,11.0,11.0,10.0,10.0,12.0,13.0,11.0
25,13.0,11.0,10.0,12.0,12.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,10.0,12.0,14.0,11.0
26,13.0,12.0,11.0,12.0,12.0,13.0,12.0,11.0,12.0,12.0,11.0,11.0,11.0,13.0,14.0,12.0
27,13.0,12.0,11.0,13.0,13.0,13.0,13.0,12.0,12.0,13.0,12.0,11.0,11.0,13.0,15.0,12.0
28,13.0,13.0,11.0,13.0,13.0,13.0,13.0,12.0,12.0,13.0,12.0,11.0,12.0,14.0,15.0,12.0
29,14.0,13.0,12.0,13.0,14.0,14.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,14.0,15.0,13.0
30,15.0,13.0,12.0,13.0,14.0,14.0,14.0,14.0,14.0,13.0,13.0,13.0,12.0,14.0,16.0,13.0
31,15.0,13.0,12.0,14.0,15.0,14.0,15.0,14.0,14.0,14.0,13.0,13.0,13.0,14.0,16.0,13.0
32,15.0,13.0,12.0,14.0,15.0,15.0,15.0,14.0,14.0,14.0,13.0,14.0,13.0,15.0,17.0,14.0
33,16.0,14.0,13.0,14.0,16.0,15.0,16.0,14.0,14.0,14.0,14.0,15.0,13.0,15.0,17.0,14.0
34,16.0,14.0,13.0,14.0,17.0,16.0,16.0,15.0,15.0,15.0,14.0,15.0,14.0,16.0,18.0,14.0
35,16.0,15.0,14.0,15.0,17.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,18.0,15.0
36,17.0,15.0,14.0,16.0,17.0,17.0,17.0,16.0,16.0,15.0,15.0,15.0,15.0,17.0,19.0,15.0
37,18.0,15.0,14.0,16.0,18.0,18.0,17.0,16.0,17.0,16.0,15.0,16.0,15.0,17.0,19.0,16.0
38,18.0,16.0,14.0,16.0,18.0,18.0,17.0,16.0,17.0,17.0,16.0,16.0,15.0,18.0,20.0,17.0
39,18.0,16.0,15.0,16.0,19.0,18.0,18.0,17.0,17.0,17.0,16.0,16.0,16.0,18.0,20.0,17.0
40,19.0,16.0,15.0,17.0,19.0,18.0,19.0,17.0,17.0,17.0,16.0,17.0,16.0,18.0,21.0,17.0
41,19.0,17.0,15.0,18.0,19.0,19.0,19.0,18.0,18.0,17.0,17.0,17.0,16.0,18.0,21.0,18.0
42,19.0,18.0,16.0,18.0,19.0,19.0,19.0,18.0,18.0,18.0,17.0,17.0,17.0,19.0,22.0,18.0
43,20.0,18.0,17.0,19.0,20.0,20.0,20.0,18.0,19.0,19.0,18.0,17.0,17.0,19.0,22.0,18.0
44,20.0,18.0,18.0,19.0,20.0,21.0,20.0,19.0,19.0,19.0,18.0,18.0,18.0,20.0,23.0,19.0
45,21.0,19.0,18.0,19.0,21.0,21.0,21.0,19.0,19.0,20.0,18.0,19.0,18.0,20.0,23.0,19.0
46,21.0,19.0,18.0,19.0,21.0,21.0,21.0,20.0,19.0,20.0,18.0,20.0,18.0,21.0,24.0,19.0
47,21.0,19.0,19.0,20.0,22.0,22.0,21.0,21.0,20.0,20.0,19.0,21.0,18.0,21.0,24.0,20.0
48,22.0,20.0,19.0,20.0,22.0,22.0,22.0,21.0,21.0,20.0,19.0,21.0,19.0,22.0,25.0,20.0
49,22.0,21.0,19.0,21.0,22.0,22.0,22.0,22.0,21.0,21.0,20.0,21.0,19.0,22.0,25.0,20.0
50,22.0,22.0,20.0,22.0,23.0,22.0,22.0,22.0,21.0,21.0,20.0,21.0,19.0,23.0,25.0,20.0
51,23.0,22.0,21.0,22.0,23.0,23.0,23.0,22.0,22.0,22.0,21.0,22.0,19.0,23.0,26.0,21.0
52,23.0,23.0,21.0,22.0,24.0,23.0,24.0,22.0,22.0,22.0,22.0,22.0,20.0,23.0,26.0,22.0
53,24.0,23.0,21.0,23.0,24.0,23.0,24.0,23.0,23.0,23.0,22.0,22.0,20.0,24.0,27.0,22.0
54,24.0,23.0,21.0,23.0,25.0,23.0,24.0,23.0,23.0,23.0,23.0,23.0,21.0,24.0,27.0,22.0
55,25.0,24.0,21.0,24.0,25.0,24.0,25.0,23.0,23.0,24.0,24.0,23.0,21.0,24.0,27.0,23.0
56,26.0,24.0,22.0,24.0,25.0,24.0,25.0,24.0,24.0,24.0,24.0,24.0,21.0,25.0,27.0,23.0
57,26.0,25.0,22.0,25.0,26.0,24.0,26.0,24.0,24.0,24.0,25.0,25.0,22.0,25.0,28.0,24.0
58,26.0,25.0,23.0,25.0,26.0,24.0,26.0,25.0,25.0,24.0,25.0,25.0,22.0,26.0,28.0,24.0
59,27.0,25.0,23.0,25.0,26.0,25.0,26.0,25.0,25.0,25.0,26.0,25.0,22.0,26.0,28.0,25.0
60,27.0,25.0,24.0,26.0,27.0,25.0,27.0,25.0,25.0,26.0,26.0,26.0,23.0,27.0,29.0,25.0
61,28.0,26.0,24.0,26.0,27.0,25.0,27.0,26.0,26.0,26.0,27.0,26.0,24.0,27.0,30.0,25.0
62,28.0,26.0,24.0,26.0,28.0,26.0,27.0,26.0,26.0,26.0,27.0,26.0,24.0,28.0,30.0,25.0
63,29.0,27.0,24.0,27.0,28.0,26.0,28.0,26.0,27.0,26.0,27.0,27.0,24.0,28.0,30.0,26.0
64,29.0,27.0,25.0,27.0,29.0,27.0,29.0,27.0,27.0,27.0,28.0,27.0,25.0,29.0,31.0,26.0
65,30.0,27.0,26.0,27.0,29.0,27.0,29.0,27.0,28.0,27.0,28.0,28.0,25.0,29.0,31.0,27.0
66,30.0,27.0,26.0,28.0,30.0,28.0,30.0,27.0,28.0,27.0,28.0,29.0,25.0,30.0,32.0,27.0
67,30.0,28.0,27.0,28.0,30.0,28.0,30.0,28.0,28.0,28.0,29.0,29.0,26.0,30.0,32.0,28.0
68,31.0,28.0,27.0,29.0,31.0,29.0,31.0,28.0,29.0,28.0,29.0,29.0,26.0,31.0,32.0,28.0
69,31.0,28.0,28.0,30.0,31.0,30.0,31.0,29.0,30.0,29.0,29.0,30.0,26.0,31.0,33.0,28.0
70,32.0,29.0,29.0,30.0,32.0,30.0,32.0,29.0,30.0,29.0,30.0,31.0,27.0,31.0,33.0,29.0
71,33.0,29.0,30.0,30.0,32.0,31.0,32.0,30.0,30.0,30.0,30.0,31.0,27.0,32.0,34.0,29.0
72,33.0,30.0,31.0,31.0,32.0,31.0,32.0,30.0,31.0,30.0,31.0,32.0,27.0,32.0,35.0,29.0
73,33.0,30.0,32.0,31.0,33.0,32.0,33.0,31.0,31.0,31.0,31.0,32.0,28.0,33.0,36.0,29.0
74,34.0,31.0,32.0,31.0,33.0,32.0,34.0,31.0,31.0,31.0,32.0,32.0,28.0,33.0,36.0,30.0
75,34.0,31.0,32.0,32.0,34.0,33.0,34.0,32.0,32.0,32.0,32.0,33.0,28.0,33.0,37.0,30.0
76,35.0,32.0,33.0,32.0,34.0,33.0,35.0,32.0,32.0,33.0,32.0,33.0,29.0,33.0,37.0,31.0
77,36.0,32.0,33.0,33.0,34.0,34.0,35.0,32.0,32.0,33.0,33.0,33.0,29.0,34.0,37.0,32.0
78,37.0,32.0,34.0,34.0,35.0,34.0,36.0,33.0,32.0,34.0,33.0,33.0,30.0,34.0,38.0,32.0
79,37.0,33.0,34.0,34.0,35.0,34.0,36.0,33.0,33.0,34.0,33.0,34.0,30.0,34.0,38.0,33.0
80,38.0,33.0,34.0,35.0,36.0,35.0,37.0,34.0,33.0,34.0,34.0,34.0,30.0,35.0,39.0,33.0
81,38.0,33.0,35.0,35.0,37.0,35.0,37.0,34.0,34.0,35.0,34.0,34.0,30.0,35.0,40.0,33.0
82,39.0,33.0,35.0,36.0,38.0,36.0,38.0,35.0,34.0,35.0,34.0,35.0,31.0,35.0,41.0,34.0
83,39.0,34.0,35.0,36.0,38.0,36.0,38.0,36.0,34.0,36.0,35.0,35.0,31.0,36.0,41.0,34.0
84,39.0,34.0,36.0,36.0,39.0,37.0,38.0,36.0,34.0,36.0,35.0,36.0,31.0,37.0,42.0,34.0
85,39.0,34.0,36.0,37.0,39.0,37.0,39.0,37.0,35.0,36.0,35.0,36.0,32.0,37.0,42.0,35.0
86,40.0,35.0,36.0,37.0,40.0,38.0,39.0,37.0,35.0,36.0,36.0,37.0,32.0,37.0,42.0,35.0
87,41.0,35.0,37.0,38.0,40.0,38.0,40.0,37.0,36.0,37.0,37.0,37.0,33.0,38.0,43.0,36.0
88,41.0,36.0,37.0,38.0,41.0,39.0,40.0,38.0,36.0,37.0,37.0,37.0,33.0,38.0,43.0,36.0
89,42.0,36.0,38.0,38.0,41.0,39.0,40.0,38.0,37.0,38.0,37.0,38.0,34.0,38.0,43.0,37.0
90,43.0,37.0,38.0,39.0,42.0,40.0,41.0,38.0,37.0,38.0,37.0,38.0,34.0,39.0,43.0,37.0
91,43.0,38.0,39.0,39.0,43.0,40.0,42.0,39.0,37.0,38.0,37.0,38.0,34.0,39.0,44.0,38.0
92,44.0,38.0,39.0,40.0,43.0,41.0,43.0,39.0,37.0,39.0,38.0,38.0,35.0,39.0,44.0,38.0
93,45.0,39.0,40.0,40.0,43.0,41.0,43.0,40.0,38.0,40.0,38.0,39.0,35.0,40.0,45.0,39.0
94,45.0,39.0,40.0,40.0,44.0,41.0,43.0,41.0,38.0,40.0,39.0,39.0,36.0,40.0,46.0,39.0
95,45.0,39.0,41.0,40.0,45.0,42.0,43.0,42.0,39.0,40.0,39.0,40.0,36.0,40.0,46.0,40.0
96,46.0,40.0,41.0,41.0,45.0,42.0,44.0,42.0,40.0,41.0,39.0,40.0,36.0,41.0,46.0,40.0
97,46.0,41.0,41.0,42.0,46.0,43.0,44.0,43.0,40.0,41.0,40.0,40.0,37.0,41.0,47.0,40.0
98,47.0,41.0,42.0,42.0,46.0,43.0,45.0,43.0,41.0,42.0,40.0,41.0,37.0,42.0,47.0,40.0
99,47.0,41.0,42.0,42.0,47.0,43.0,45.0,44.0,42.0,42.0,40.0,41.0,37.0,42.0,47.0,41.0
100,47.0,41.0,42.0,43.0,47.0,43.0,45.0,45.0,42.0,42.0,41.0,42.0,38.0,42.0,48.0,41.0
